,_id,region,hospital,date,ED Trolleys,Ward Trolleys,Total Trolleys,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
82,67d99e660547f4997bbf1893,HSE Dublin & Midlands,MRH Tullamore,2025-03-16 08:00:00,0,0,0,13,7,0,0
83,67d99e660547f4997bbf188e,HSE Dublin & North East,Our Lady's Hospital Navan,2025-03-16 08:00:00,0,0,0,7,3,0,0
84,67d99e660547f4997bbf1895,HSE Dublin & Midlands,St. James's Hospital,2025-03-16 08:00:00,0,0,0,4,22,0,0
85,67d99e660547f4997bbf1899,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2025-03-16 08:00:00,0,0,0,0,11,0,0
86,67d99e660547f4997bbf1894,HSE Dublin & Midlands,Naas General Hospital,2025-03-16 08:00:00,6,1,7,14,6,0,0
87,67d99e660547f4997bbf1896,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2025-03-16 08:00:00,0,0,0,0,0,0,0
88,67d99e660547f4997bbf1897,HSE Dublin & Midlands,Tallaght University Hospital,2025-03-16 08:00:00,0,0,0,8,10,0,0
89,67d99e660547f4997bbf1898,HSE Dublin & South East,St. Columcille's Hospital,2025-03-16 08:00:00,0,0,0,0,3,0,0
90,67d99e660547f4997bbf189b,HSE Dublin & South East,St. Vincent's University Hospital,2025-03-16 08:00:00,4,0,4,40,19,0,0
91,67d99e660547f4997bbf189a,HSE Dublin & South East,St. Michael's Hospital,2025-03-16 08:00:00,0,0,0,0,3,0,0
92,67d99e660547f4997bbf189c,HSE Dublin & South East,Tipperary University Hospital,2025-03-16 08:00:00,2,0,2,6,17,0,0
93,67d99e660547f4997bbf189d,HSE Dublin & South East,UH Waterford,2025-03-16 08:00:00,0,0,0,0,26,0,0
94,67d99e660547f4997bbf189e,HSE Dublin & South East,Wexford General Hospital,2025-03-16 08:00:00,2,6,8,21,6,1,0
95,67d99e660547f4997bbf18a0,HSE South West,Mallow General Hospital,2025-03-16 08:00:00,0,0,0,0,8,0,0
96,67d99e660547f4997bbf18a2,HSE South West,South Infirmary Victoria University Hospital,2025-03-16 08:00:00,0,0,0,0,0,0,0
97,67d99e660547f4997bbf189f,HSE South West,Cork University Hospital,2025-03-16 08:00:00,7,0,7,0,15,0,0
98,67d99e660547f4997bbf18a3,HSE South West,UH Kerry,2025-03-16 08:00:00,0,0,0,11,17,0,0
99,67d99e660547f4997bbf18a1,HSE South West,Mercy University Hospital,2025-03-16 08:00:00,1,0,1,7,17,0,0
100,67d99e660547f4997bbf18a4,HSE Mid West,Nenagh Hospital,2025-03-16 08:00:00,0,0,0,0,3,0,0
101,67d99e660547f4997bbf18a6,HSE Mid West,UH Limerick,2025-03-16 08:00:00,0,22,22,6,5,7,0
102,67d99e660547f4997bbf18a5,HSE Mid West,St. John's Hospital Limerick,2025-03-16 08:00:00,0,0,0,0,8,0,0
103,67d99e660547f4997bbf18a7,HSE West & North West,Letterkenny University Hospital,2025-03-16 08:00:00,3,0,3,0,26,0,0
104,67d99e660547f4997bbf18a9,HSE West & North West,Portiuncula University Hospital,2025-03-16 08:00:00,1,0,1,0,4,0,0
105,67d99e660547f4997bbf18a8,HSE West & North West,Mayo University Hospital,2025-03-16 08:00:00,2,1,3,14,10,2,0
106,67d99e660547f4997bbf18ab,HSE West & North West,Sligo University Hospital,2025-03-16 08:00:00,5,0,5,12,29,0,0
107,67d99e670547f4997bbf18ad,HSE Dublin & North East,Connolly Hospital,2025-03-15 08:00:00,0,0,0,0,6,0,0
108,67d99e670547f4997bbf18ac,HSE Dublin & North East,Cavan General Hospital,2025-03-15 08:00:00,1,0,1,4,0,0,0
109,67d99e670547f4997bbf18ae,HSE Dublin & North East,Louth County Hospital,2025-03-15 08:00:00,0,0,0,0,0,0,0
110,67d99e670547f4997bbf18af,HSE Dublin & North East,Mater Misericordiae University Hospital,2025-03-15 08:00:00,0,0,0,0,13,0,0
111,67d99e670547f4997bbf18b0,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2025-03-15 08:00:00,0,0,0,0,1,0,0
112,67d99e660547f4997bbf18aa,HSE West & North West,Roscommon University Hospital,2025-03-16 08:00:00,0,0,0,0,9,0,0
113,67d99e670547f4997bbf18b4,HSE Dublin & Midlands,CHI at Temple Street,2025-03-15 08:00:00,0,1,1,0,1,0,0
114,67d99e670547f4997bbf18b2,HSE Dublin & North East,Our Lady's Hospital Navan,2025-03-15 08:00:00,0,0,0,0,3,0,0
115,67d99e670547f4997bbf18b3,HSE Dublin & Midlands,CHI at Tallaght,2025-03-15 08:00:00,0,0,0,0,0,0,0
116,67d99e670547f4997bbf18b7,HSE Dublin & Midlands,MRH Tullamore,2025-03-15 08:00:00,0,0,0,11,7,0,0
117,67d99e670547f4997bbf18b6,HSE Dublin & Midlands,MRH Portlaoise,2025-03-15 08:00:00,0,0,0,9,3,0,0
118,67d99e670547f4997bbf18b8,HSE Dublin & Midlands,Naas General Hospital,2025-03-15 08:00:00,5,0,5,6,6,2,0
119,67d99e670547f4997bbf18b1,HSE Dublin & North East,Our Lady of Lourdes Hospital,2025-03-15 08:00:00,0,0,0,19,10,0,0
120,67d99e670547f4997bbf18b9,HSE Dublin & Midlands,St. James's Hospital,2025-03-15 08:00:00,0,0,0,4,22,0,0
121,67d99e670547f4997bbf18b5,HSE Dublin & Midlands,MRH Mullingar,2025-03-15 08:00:00,0,0,0,16,6,0,0
122,67d99e670547f4997bbf18bd,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2025-03-15 08:00:00,0,0,0,0,11,0,0
123,67d99e670547f4997bbf18ba,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2025-03-15 08:00:00,0,0,0,0,0,0,0
124,67d99e670547f4997bbf18c0,HSE Dublin & South East,Tipperary University Hospital,2025-03-15 08:00:00,3,0,3,6,17,1,0
125,67d99e670547f4997bbf18bb,HSE Dublin & Midlands,Tallaght University Hospital,2025-03-15 08:00:00,0,0,0,0,10,0,0
126,67d99e670547f4997bbf18be,HSE Dublin & South East,St. Michael's Hospital,2025-03-15 08:00:00,0,0,0,0,3,0,0
127,67d99e670547f4997bbf18bf,HSE Dublin & South East,St. Vincent's University Hospital,2025-03-15 08:00:00,9,0,9,40,19,0,0
128,67d99e670547f4997bbf18c1,HSE Dublin & South East,UH Waterford,2025-03-15 08:00:00,0,0,0,0,26,0,0
129,67d99e670547f4997bbf18c2,HSE Dublin & South East,Wexford General Hospital,2025-03-15 08:00:00,3,1,4,19,6,0,0
130,67d99e670547f4997bbf18bc,HSE Dublin & South East,St. Columcille's Hospital,2025-03-15 08:00:00,0,0,0,0,3,0,0
131,67d99e670547f4997bbf18c3,HSE South West,Cork University Hospital,2025-03-15 08:00:00,2,0,2,0,15,0,0
132,67d99e670547f4997bbf18c9,HSE Mid West,St. John's Hospital Limerick,2025-03-15 08:00:00,0,0,0,0,8,0,0
133,67d99e670547f4997bbf18c7,HSE South West,UH Kerry,2025-03-15 08:00:00,0,0,0,10,18,0,0
134,67d99e670547f4997bbf18c5,HSE South West,Mercy University Hospital,2025-03-15 08:00:00,0,0,0,8,17,0,0
135,67d99e670547f4997bbf18c6,HSE South West,South Infirmary Victoria University Hospital,2025-03-15 08:00:00,0,0,0,0,0,0,0
136,67d99e670547f4997bbf18c4,HSE South West,Mallow General Hospital,2025-03-15 08:00:00,0,0,0,0,7,0,0
137,67d99e670547f4997bbf18c8,HSE Mid West,Nenagh Hospital,2025-03-15 08:00:00,0,0,0,0,3,0,0
138,67d99e670547f4997bbf18cb,HSE West & North West,Letterkenny University Hospital,2025-03-15 08:00:00,2,0,2,0,26,0,0
139,67d99e670547f4997bbf18ca,HSE Mid West,UH Limerick,2025-03-15 08:00:00,2,19,21,6,5,5,0
140,67d99e670547f4997bbf18cc,HSE West & North West,Mayo University Hospital,2025-03-15 08:00:00,0,2,2,11,10,2,0
141,67d99e670547f4997bbf18cd,HSE West & North West,Portiuncula University Hospital,2025-03-15 08:00:00,0,0,0,0,4,0,0
142,67d99e670547f4997bbf18cf,HSE West & North West,Sligo University Hospital,2025-03-15 08:00:00,3,0,3,11,29,0,0
143,67d99e670547f4997bbf18ce,HSE West & North West,Roscommon University Hospital,2025-03-15 08:00:00,0,0,0,0,9,0,0
144,67d99e670547f4997bbf18d1,HSE Dublin & North East,Connolly Hospital,2025-03-14 08:00:00,0,0,0,0,6,0,0
145,67d99e670547f4997bbf18d3,HSE Dublin & North East,Mater Misericordiae University Hospital,2025-03-14 08:00:00,7,0,7,23,13,0,0
146,67d99e670547f4997bbf18d4,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2025-03-14 08:00:00,0,0,0,0,1,0,0
147,67d99e670547f4997bbf18d2,HSE Dublin & North East,Louth County Hospital,2025-03-14 08:00:00,0,0,0,0,0,0,0
148,67d99e670547f4997bbf18d0,HSE Dublin & North East,Cavan General Hospital,2025-03-14 08:00:00,4,0,4,3,0,0,0
149,67d99e670547f4997bbf18d5,HSE Dublin & North East,Our Lady of Lourdes Hospital,2025-03-14 08:00:00,11,0,11,31,10,0,0
150,67d99e670547f4997bbf18d8,HSE Dublin & Midlands,CHI at Temple Street,2025-03-14 08:00:00,1,0,1,3,1,0,0
151,67d99e670547f4997bbf18d6,HSE Dublin & North East,Our Lady's Hospital Navan,2025-03-14 08:00:00,0,0,0,5,3,0,0
152,67d99e670547f4997bbf18db,HSE Dublin & Midlands,MRH Tullamore,2025-03-14 08:00:00,0,0,0,23,7,0,0
153,67d99e670547f4997bbf18da,HSE Dublin & Midlands,MRH Portlaoise,2025-03-14 08:00:00,3,0,3,12,4,0,0
154,67d99e670547f4997bbf18d9,HSE Dublin & Midlands,MRH Mullingar,2025-03-14 08:00:00,0,0,0,22,6,0,0
155,67d99e670547f4997bbf18d7,HSE Dublin & Midlands,CHI at Tallaght,2025-03-14 08:00:00,0,0,0,0,0,0,0
156,67d99e670547f4997bbf18dd,HSE Dublin & Midlands,St. James's Hospital,2025-03-14 08:00:00,12,0,12,10,24,0,0
157,67d99e670547f4997bbf18dc,HSE Dublin & Midlands,Naas General Hospital,2025-03-14 08:00:00,15,0,15,14,7,2,0
158,67d99e670547f4997bbf18df,HSE Dublin & Midlands,Tallaght University Hospital,2025-03-14 08:00:00,9,0,9,36,10,1,0
159,67d99e670547f4997bbf18de,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2025-03-14 08:00:00,0,0,0,0,0,0,0
160,67d99e670547f4997bbf18e0,HSE Dublin & South East,St. Columcille's Hospital,2025-03-14 08:00:00,0,0,0,0,3,0,0
161,67d99e670547f4997bbf18e1,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2025-03-14 08:00:00,0,0,0,0,11,0,0
162,67d99e670547f4997bbf18e4,HSE Dublin & South East,Tipperary University Hospital,2025-03-14 08:00:00,6,0,6,19,17,4,0
163,67d99e670547f4997bbf18e2,HSE Dublin & South East,St. Michael's Hospital,2025-03-14 08:00:00,0,0,0,0,3,0,0
164,67d99e670547f4997bbf18e6,HSE Dublin & South East,Wexford General Hospital,2025-03-14 08:00:00,0,4,4,19,6,0,0
165,67d99e670547f4997bbf18e3,HSE Dublin & South East,St. Vincent's University Hospital,2025-03-14 08:00:00,23,0,23,40,19,4,2
166,67d99e670547f4997bbf18ed,HSE Mid West,St. John's Hospital Limerick,2025-03-14 08:00:00,0,0,0,0,10,0,0
167,67d99e670547f4997bbf18e9,HSE South West,Mercy University Hospital,2025-03-14 08:00:00,1,0,1,16,19,0,0
168,67d99e670547f4997bbf18ea,HSE South West,South Infirmary Victoria University Hospital,2025-03-14 08:00:00,0,0,0,0,1,0,0
169,67d99e670547f4997bbf18ef,HSE West & North West,Letterkenny University Hospital,2025-03-14 08:00:00,8,6,14,10,30,2,0
170,67d99e670547f4997bbf18ec,HSE Mid West,Nenagh Hospital,2025-03-14 08:00:00,0,0,0,0,3,0,0
171,67d99e670547f4997bbf18eb,HSE South West,UH Kerry,2025-03-14 08:00:00,0,0,0,10,22,0,0
172,67d99e670547f4997bbf18f0,HSE West & North West,Mayo University Hospital,2025-03-14 08:00:00,3,9,12,9,13,4,0
173,67d99e670547f4997bbf18ee,HSE Mid West,UH Limerick,2025-03-14 08:00:00,8,37,45,34,5,6,0
174,67d99e670547f4997bbf18f1,HSE West & North West,Portiuncula University Hospital,2025-03-14 08:00:00,3,0,3,0,4,0,0
175,67d99e670547f4997bbf18f2,HSE West & North West,Roscommon University Hospital,2025-03-14 08:00:00,0,0,0,0,11,0,0
176,67d99e670547f4997bbf18e5,HSE Dublin & South East,UH Waterford,2025-03-14 08:00:00,0,0,0,3,20,0,0
177,67d99e670547f4997bbf18e8,HSE South West,Mallow General Hospital,2025-03-14 08:00:00,0,0,0,0,7,0,0
178,67d99e670547f4997bbf18e7,HSE South West,Cork University Hospital,2025-03-14 08:00:00,13,0,13,17,20,0,0
179,67d99e670547f4997bbf18f3,HSE West & North West,Sligo University Hospital,2025-03-14 08:00:00,10,8,18,10,30,3,0
180,67d99e680547f4997bbf18f5,HSE Dublin & North East,Connolly Hospital,2025-03-13 08:00:00,0,0,0,0,6,0,0
181,67d99e680547f4997bbf18f7,HSE Dublin & North East,Mater Misericordiae University Hospital,2025-03-13 08:00:00,8,0,8,22,14,0,0
182,67d99e680547f4997bbf18f4,HSE Dublin & North East,Cavan General Hospital,2025-03-13 08:00:00,0,0,0,0,0,0,0
183,67d99e680547f4997bbf18f9,HSE Dublin & North East,Our Lady of Lourdes Hospital,2025-03-13 08:00:00,25,0,25,40,12,0,0
184,67d99e680547f4997bbf18f8,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,2025-03-13 08:00:00,0,0,0,0,1,0,0
185,67d99e680547f4997bbf18fa,HSE Dublin & North East,Our Lady's Hospital Navan,2025-03-13 08:00:00,0,0,0,0,3,0,0
186,67d99e680547f4997bbf18fb,HSE Dublin & Midlands,CHI at Tallaght,2025-03-13 08:00:00,3,0,3,0,0,0,0
187,67d99e680547f4997bbf18f6,HSE Dublin & North East,Louth County Hospital,2025-03-13 08:00:00,0,0,0,0,0,0,0
188,67d99e680547f4997bbf1900,HSE Dublin & Midlands,Naas General Hospital,2025-03-13 08:00:00,7,0,7,11,7,3,1
189,67d99e680547f4997bbf18fc,HSE Dublin & Midlands,CHI at Temple Street,2025-03-13 08:00:00,12,0,12,2,1,0,0
190,67d99e680547f4997bbf1902,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,2025-03-13 08:00:00,0,0,0,0,0,0,0
191,67d99e680547f4997bbf1903,HSE Dublin & Midlands,Tallaght University Hospital,2025-03-13 08:00:00,14,4,18,37,10,7,0
192,67d99e680547f4997bbf18fd,HSE Dublin & Midlands,MRH Mullingar,2025-03-13 08:00:00,1,0,1,16,6,0,0
193,67d99e680547f4997bbf1901,HSE Dublin & Midlands,St. James's Hospital,2025-03-13 08:00:00,10,0,10,10,25,0,0
194,67d99e680547f4997bbf18ff,HSE Dublin & Midlands,MRH Tullamore,2025-03-13 08:00:00,0,0,0,26,7,0,0
195,67d99e680547f4997bbf18fe,HSE Dublin & Midlands,MRH Portlaoise,2025-03-13 08:00:00,4,0,4,18,8,0,0
196,67d99e680547f4997bbf1904,HSE Dublin & South East,St. Columcille's Hospital,2025-03-13 08:00:00,0,0,0,0,3,0,0
197,67d99e680547f4997bbf1905,HSE Dublin & South East,St Luke's General Hospital Kilkenny,2025-03-13 08:00:00,0,0,0,3,11,0,0
198,67d99e680547f4997bbf1907,HSE Dublin & South East,St. Vincent's University Hospital,2025-03-13 08:00:00,27,2,29,40,20,3,3
199,67d99e680547f4997bbf190a,HSE Dublin & South East,Wexford General Hospital,2025-03-13 08:00:00,0,4,4,22,6,0,0
200,67d99e680547f4997bbf1908,HSE Dublin & South East,Tipperary University Hospital,2025-03-13 08:00:00,9,0,9,16,16,3,0
201,67d99e680547f4997bbf190c,HSE South West,Mallow General Hospital,2025-03-13 08:00:00,0,0,0,0,7,0,0
202,67d99e680547f4997bbf190b,HSE South West,Cork University Hospital,2025-03-13 08:00:00,11,3,14,16,22,0,0
203,67d99e680547f4997bbf190d,HSE South West,Mercy University Hospital,2025-03-13 08:00:00,6,4,10,16,18,0,0
204,67d99e680547f4997bbf1906,HSE Dublin & South East,St. Michael's Hospital,2025-03-13 08:00:00,0,0,0,0,4,0,0
205,67d99e680547f4997bbf1909,HSE Dublin & South East,UH Waterford,2025-03-13 08:00:00,0,0,0,5,18,0,0
206,67d99e680547f4997bbf190e,HSE South West,South Infirmary Victoria University Hospital,2025-03-13 08:00:00,0,0,0,0,1,0,0
207,67d99e680547f4997bbf190f,HSE South West,UH Kerry,2025-03-13 08:00:00,8,0,8,10,26,1,0
208,67d99e680547f4997bbf1911,HSE Mid West,St. John's Hospital Limerick,2025-03-13 08:00:00,0,0,0,0,10,0,0
